"customer_id","total_revenue","order_count","spend_tier"
16125,"289.35",1,"low"
14162,"289.36",2,"low"
16897,"289.78",2,"low"
14953,"289.82",1,"low"
17464,"289.96",1,"low"
14784,"289.99",2,"low"
17081,"290.16",2,"low"
16526,"290.36",1,"low"
17691,"290.40",2,"low"
15279,"290.51",1,"low"
16648,"290.66",1,"low"
14947,"290.82",2,"low"
14656,"291.05",2,"low"
13544,"291.41",2,"low"
13449,"291.88",1,"low"
13502,"292.00",3,"low"
13259,"292.32",1,"low"
16721,"292.47",1,"low"
15545,"292.72",2,"low"
12829,"293.00",2,"low"
17163,"293.10",2,"low"
15732,"294.12",2,"low"
13573,"294.40",2,"low"
16998,"295.00",4,"low"
13504,"295.93",1,"low"
13751,"296.25",1,"low"
15154,"296.42",1,"low"
13441,"296.64",1,"low"
17531,"296.70",1,"low"
14985,"296.75",2,"low"
13708,"296.88",1,"low"
15857,"297.00",1,"low"
12881,"298.00",1,"low"
17678,"298.11",1,"low"
17824,"298.40",1,"low"
17255,"298.41",2,"low"
15609,"298.48",1,"low"
17124,"298.89",1,"low"
18215,"299.34",1,"low"
16402,"299.60",2,"low"
18053,"300.02",1,"low"
13745,"300.04",1,"low"
15254,"300.36",1,"low"
13304,"300.42",1,"low"
14762,"300.52",1,"low"
16479,"300.83",2,"low"
16430,"300.85",1,"low"
17978,"300.92",1,"low"
13479,"300.95",2,"low"
15623,"301.03",1,"low"
15148,"301.29",1,"low"
15667,"301.32",1,"low"
16715,"301.72",1,"low"
16297,"301.90",1,"low"
17094,"302.00",1,"low"
15054,"302.10",2,"low"
17506,"302.20",1,"low"
16292,"302.25",1,"low"
16104,"302.36",1,"low"
18165,"302.46",1,"low"
14248,"302.58",1,"low"
16425,"302.70",1,"low"
15060,"303.09",4,"low"
17433,"303.16",1,"low"
13083,"303.75",2,"low"
16400,"303.93",1,"low"
17732,"303.97",1,"low"
18185,"304.25",1,"low"
16217,"304.25",2,"low"
15163,"304.47",2,"low"
17941,"304.56",1,"low"
13667,"305.02",1,"low"
12623,"305.10",1,"low"
18220,"305.28",1,"low"
13045,"305.28",1,"low"
16181,"305.54",1,"low"
16796,"305.62",1,"low"
15219,"305.75",1,"low"
13863,"305.78",1,"low"
17176,"306.13",1,"low"
15659,"306.45",1,"low"
18059,"306.46",3,"low"
13718,"306.55",2,"low"
13762,"306.72",1,"low"
16668,"306.72",6,"low"
17551,"306.84",1,"low"
15087,"306.94",1,"low"
17334,"307.02",2,"low"
13142,"307.09",1,"low"
13932,"307.40",1,"low"
17120,"307.46",1,"low"
14915,"307.48",2,"low"
13060,"307.53",1,"low"
13395,"307.72",1,"low"
13529,"307.76",2,"low"
16123,"307.78",1,"low"
15973,"307.82",1,"low"
13466,"307.90",1,"low"
13369,"308.28",1,"low"
17510,"308.48",1,"low"
13699,"308.58",1,"low"
16956,"308.74",1,"low"
15010,"308.94",1,"low"
13787,"309.04",2,"low"
12884,"309.05",1,"low"
17604,"309.36",2,"low"
14847,"309.40",1,"low"
14339,"309.52",1,"low"
16810,"309.54",1,"low"
15699,"309.65",1,"low"
15661,"309.80",2,"low"
14924,"310.05",1,"low"
14311,"310.26",1,"low"
15308,"310.47",1,"low"
15185,"310.62",1,"low"
17266,"310.64",3,"low"
17912,"311.01",5,"low"
13897,"311.16",1,"low"
16781,"311.25",1,"low"
17854,"311.26",2,"low"
13990,"311.30",1,"low"
12852,"311.55",1,"low"
14327,"311.65",1,"low"
14951,"311.69",1,"low"
15326,"311.71",1,"low"
14142,"311.81",1,"low"
16450,"311.92",1,"low"
12785,"311.95",1,"low"
17070,"312.14",1,"low"
17362,"312.23",2,"low"
12834,"312.38",1,"low"
15318,"312.62",1,"low"
13845,"312.98",1,"low"
14729,"313.49",1,"low"
16582,"313.62",1,"low"
13484,"313.80",1,"low"
15970,"314.10",1,"low"
16227,"314.22",1,"low"
12650,"314.44",1,"low"
16193,"314.45",1,"low"
17237,"314.69",2,"low"
15766,"315.06",1,"low"
16091,"315.06",2,"low"
12614,"315.60",1,"low"
16473,"316.11",3,"low"
14479,"316.25",2,"low"
13494,"316.26",1,"low"
17458,"316.50",1,"low"
15204,"316.58",1,"low"
16761,"316.62",1,"low"
15243,"316.68",1,"low"
15385,"316.88",1,"low"
15257,"317.15",1,"low"
16386,"317.20",2,"low"
15101,"317.53",2,"low"
17267,"317.62",2,"low"
17172,"317.76",1,"low"
18066,"318.00",1,"low"
12648,"318.05",1,"low"
14703,"318.17",1,"low"
17248,"318.65",1,"low"
17229,"318.76",2,"low"
17157,"319.00",2,"low"
16967,"319.02",1,"low"
15107,"319.50",6,"low"
16674,"319.61",2,"low"
13986,"320.46",1,"low"
14622,"320.58",1,"low"
16096,"320.62",1,"low"
18117,"320.72",1,"low"
15236,"321.05",1,"low"
14823,"321.43",3,"low"
14484,"321.92",1,"low"
15224,"322.08",2,"low"
14424,"322.08",1,"low"
16342,"322.41",4,"low"
16627,"322.80",1,"low"
13955,"322.96",2,"low"
16739,"323.00",1,"low"
17793,"323.04",1,"low"
15675,"323.69",3,"low"
14555,"324.14",2,"low"
18261,"324.24",2,"low"
16685,"324.24",2,"low"
15597,"324.57",1,"low"
13801,"324.80",1,"low"
12790,"324.92",1,"low"
15944,"325.10",1,"low"
14850,"325.75",1,"low"
16830,"325.91",1,"low"
12844,"325.96",2,"low"
15363,"326.00",1,"low"
16071,"326.24",1,"low"
14987,"326.40",2,"low"
17715,"326.40",1,"low"
16322,"326.75",2,"low"
14870,"327.25",1,"low"
16366,"327.30",1,"low"
14024,"327.70",2,"low"
15314,"327.97",1,"low"
16318,"328.15",1,"low"
14206,"328.16",1,"low"
14747,"328.20",1,"low"
15213,"328.35",2,"low"
16855,"328.40",2,"low"
14012,"328.80",1,"low"
15153,"329.25",1,"low"
17154,"329.34",1,"low"
13239,"329.56",1,"low"
17615,"329.60",3,"low"
17866,"329.65",1,"low"
14716,"329.68",2,"low"
12953,"329.85",1,"low"
16593,"330.03",3,"low"
15130,"330.11",1,"low"
14517,"330.45",2,"low"
13706,"330.79",1,"low"
15714,"330.88",2,"low"
17862,"330.90",1,"low"
16478,"331.00",3,"low"
12891,"331.00",3,"low"
15210,"331.18",1,"low"
16030,"331.24",1,"low"
16177,"331.95",1,"low"
16803,"332.30",1,"low"
16850,"332.41",1,"low"
13904,"332.64",2,"low"
14902,"332.66",1,"low"
16625,"333.08",1,"low"
13727,"333.48",2,"low"
13216,"333.74",1,"low"
14264,"333.97",2,"low"
15918,"334.23",2,"low"
12350,"334.40",1,"low"
15466,"334.53",1,"low"
14988,"334.54",1,"low"
12489,"334.93",1,"low"
17221,"335.13",2,"low"
16063,"335.32",1,"low"
14196,"335.52",1,"low"
18276,"335.86",1,"low"
15921,"336.03",1,"low"
18078,"336.13",2,"low"
14954,"336.17",1,"low"
15619,"336.40",1,"low"
17384,"336.40",2,"low"
17914,"336.43",1,"low"
16105,"336.96",1,"low"
17973,"337.04",1,"low"
13930,"337.34",2,"low"
15942,"337.44",1,"low"
15652,"337.74",1,"low"
16183,"338.71",1,"low"
17839,"338.80",1,"low"
17697,"338.95",1,"low"
16545,"339.30",1,"low"
17045,"339.44",3,"low"
13737,"339.60",1,"low"
15115,"340.11",1,"low"
12519,"340.84",1,"low"
14491,"340.93",2,"low"
17917,"341.28",3,"low"
13347,"341.36",1,"low"
16826,"341.70",1,"low"
16851,"342.45",3,"low"
17201,"342.63",1,"low"
12875,"343.23",2,"low"
15880,"343.28",1,"low"
18081,"343.45",3,"low"
15520,"343.50",1,"low"
15047,"343.62",1,"low"
13068,"344.00",2,"low"
17569,"344.14",1,"low"
16978,"344.33",1,"low"
14633,"344.90",1,"low"
13774,"345.00",1,"low"
17123,"345.30",1,"low"
15781,"345.46",3,"low"
13091,"345.82",1,"low"
16423,"346.12",1,"low"
13649,"346.60",2,"low"
13062,"346.98",1,"low"
17668,"347.75",2,"low"
13497,"348.05",2,"low"
14379,"348.10",2,"low"
13052,"348.15",1,"low"
16159,"348.20",1,"low"
15579,"348.60",2,"low"
12527,"348.71",3,"low"
18127,"348.73",3,"low"
13790,"348.80",1,"low"
13927,"348.99",1,"low"
15405,"349.10",1,"low"
18250,"349.27",1,"low"
13887,"349.55",1,"low"
13670,"349.70",1,"low"
12532,"349.83",1,"low"
13108,"350.06",1,"low"
17795,"350.39",2,"low"
17835,"350.64",3,"low"
13740,"350.75",1,"low"
13332,"350.90",1,"low"
15900,"351.11",1,"low"
13923,"351.13",1,"low"
15789,"351.30",1,"low"
12566,"351.65",1,"low"
15334,"351.67",3,"low"
18112,"352.69",2,"low"
15678,"352.70",1,"low"
17976,"353.19",1,"low"
14804,"353.27",1,"low"
13343,"353.43",1,"low"
13210,"353.48",1,"low"
13173,"353.65",2,"low"
17252,"353.86",2,"low"
12715,"353.86",1,"low"
12845,"354.09",4,"low"
15870,"354.09",1,"low"
12888,"354.12",2,"low"
17222,"354.15",1,"low"
13642,"354.80",1,"low"
17742,"355.11",2,"low"
12617,"355.53",1,"low"
14537,"355.56",1,"low"
15840,"355.56",2,"low"
15247,"356.00",1,"low"
15713,"356.70",2,"low"
14500,"356.85",3,"low"
13453,"356.98",2,"low"
18040,"357.20",2,"low"
16971,"357.21",1,"low"
17025,"357.77",3,"low"
16274,"357.95",1,"low"
13976,"357.98",1,"low"
13228,"358.00",1,"low"
16823,"358.38",1,"low"
17948,"358.56",1,"low"
15120,"358.82",1,"low"
13298,"360.00",1,"low"
13780,"360.01",2,"low"
16595,"360.16",1,"low"
15872,"360.93",2,"low"
13291,"361.11",1,"low"
16305,"361.22",1,"low"
13844,"361.62",1,"low"
16052,"362.06",1,"low"
16378,"362.95",3,"low"
14427,"363.34",2,"low"
14932,"363.53",1,"low"
16485,"363.65",1,"low"
18056,"363.65",1,"low"
12915,"363.65",2,"low"
16509,"363.70",1,"low"
14171,"363.79",1,"low"
15901,"363.88",3,"low"
17330,"363.90",2,"low"
12538,"363.95",1,"low"
14528,"364.22",1,"low"
15343,"364.50",1,"low"
12373,"364.60",1,"low"
15949,"364.72",2,"low"
14886,"364.80",1,"low"
16202,"365.27",1,"low"
16499,"365.45",2,"low"
17432,"365.76",2,"low"
17358,"365.85",2,"low"
17911,"366.23",1,"low"
16372,"367.93",2,"low"
14888,"369.20",1,"low"
16758,"369.34",1,"low"
15922,"369.50",1,"low"
16343,"370.48",2,"low"
15063,"370.80",1,"low"
15975,"371.01",1,"low"
14950,"371.20",1,"low"
15472,"371.56",1,"low"
18155,"371.62",3,"low"
14690,"371.70",2,"low"
17765,"371.88",3,"low"
13300,"371.89",1,"low"
16065,"372.09",1,"low"
12981,"372.22",2,"low"
12544,"372.70",1,"low"
12895,"372.80",2,"low"
16903,"373.24",1,"low"
16321,"373.65",5,"low"
13569,"373.75",2,"low"
13351,"373.94",1,"low"
12873,"374.00",1,"low"
17492,"374.57",1,"low"
14067,"374.70",2,"low"
16147,"375.00",1,"low"
14079,"375.10",1,"low"
14448,"375.35",2,"low"
16858,"375.69",1,"low"
13936,"376.58",1,"low"
17489,"376.64",2,"low"
15025,"377.01",1,"low"
17736,"377.44",3,"low"
17078,"378.20",2,"low"
13372,"378.64",1,"low"
16909,"379.14",1,"low"
15885,"379.35",3,"low"
17878,"379.45",1,"low"
13589,"379.65",2,"low"
13656,"379.65",2,"low"
16552,"379.73",2,"low"
14594,"379.83",2,"low"
14731,"380.02",3,"low"
17031,"380.35",2,"low"
16769,"380.39",1,"low"
12890,"380.47",1,"low"
17138,"380.50",1,"low"
16930,"380.55",3,"low"
17573,"380.60",3,"low"
12871,"380.64",2,"low"
16441,"381.20",2,"low"
15090,"381.32",1,"low"
17999,"382.06",2,"low"
13657,"382.14",2,"low"
17239,"382.50",1,"low"
18181,"382.80",1,"low"
13817,"382.98",2,"low"
12832,"383.03",2,"low"
15424,"383.34",2,"low"
14304,"383.45",1,"low"
15440,"383.68",3,"low"
12515,"383.70",1,"low"
12733,"383.95",1,"low"
15048,"384.05",4,"low"
16982,"384.06",1,"low"
17205,"384.08",1,"low"
17189,"384.40",2,"low"
17250,"384.52",2,"low"
13833,"384.80",1,"low"
13919,"384.81",2,"low"
17711,"385.10",2,"low"
13821,"385.64",2,"low"
14779,"386.15",3,"low"
15664,"386.43",1,"low"
14114,"386.53",2,"low"
17508,"387.31",1,"low"
14420,"387.52",1,"low"
17817,"387.68",3,"low"
17357,"388.14",2,"low"
14538,"388.25",2,"low"
16776,"388.28",1,"low"
17438,"388.45",1,"low"
13856,"388.50",3,"low"
13899,"388.52",2,"low"
15592,"388.58",1,"low"
17595,"388.79",2,"mid"
12690,"389.01",1,"mid"
15847,"389.27",2,"mid"
16250,"389.44",2,"mid"
13345,"389.50",1,"mid"
13873,"389.60",3,"mid"
14752,"389.64",1,"mid"
18024,"389.78",2,"mid"
17936,"389.84",1,"mid"
17614,"390.07",1,"mid"
12982,"390.54",1,"mid"
16917,"391.52",1,"mid"
15837,"391.98",1,"mid"
14600,"393.33",1,"mid"
17226,"393.49",1,"mid"
15345,"393.54",1,"mid"
15264,"393.74",1,"mid"
15386,"394.14",1,"mid"
16207,"394.38",1,"mid"
14619,"394.44",1,"mid"
17603,"394.72",1,"mid"
16354,"395.80",2,"mid"
18067,"396.33",1,"mid"
15883,"396.48",2,"mid"
17486,"396.87",1,"mid"
13673,"396.92",2,"mid"
13594,"396.97",1,"mid"
12824,"397.12",1,"mid"
17926,"397.29",2,"mid"
15429,"397.35",2,"mid"
13352,"397.98",1,"mid"
12508,"398.27",2,"mid"
17830,"398.70",3,"mid"
15522,"398.84",2,"mid"
18154,"399.19",2,"mid"
13255,"399.51",2,"mid"
18164,"399.65",1,"mid"
17375,"400.10",3,"mid"
12792,"400.54",1,"mid"
16198,"400.68",1,"mid"
16500,"400.86",6,"mid"
15158,"401.40",1,"mid"
12386,"401.90",2,"mid"
15221,"403.25",1,"mid"
17431,"403.30",1,"mid"
12498,"403.70",3,"mid"
16484,"404.30",2,"mid"
16319,"404.40",1,"mid"
15938,"404.58",5,"mid"
17379,"404.66",1,"mid"
12922,"405.38",1,"mid"
18036,"405.62",3,"mid"
16204,"405.71",1,"mid"
14616,"406.08",3,"mid"
15342,"406.09",1,"mid"
16947,"406.48",1,"mid"
15127,"406.53",1,"mid"
15184,"406.76",2,"mid"
16010,"407.50",3,"mid"
17931,"408.36",2,"mid"
16399,"408.57",2,"mid"
15269,"408.80",1,"mid"
16018,"408.90",2,"mid"
16243,"409.10",2,"mid"
15225,"409.40",1,"mid"
12990,"409.50",3,"mid"
14348,"409.57",1,"mid"
14048,"409.93",1,"mid"
15695,"409.98",2,"mid"
15099,"410.48",1,"mid"
15186,"411.41",2,"mid"
14670,"411.53",2,"mid"
17913,"411.60",2,"mid"
16272,"411.70",1,"mid"
15523,"412.01",1,"mid"
13827,"412.05",3,"mid"
14620,"412.78",2,"mid"
16834,"413.46",1,"mid"
13974,"413.59",1,"mid"
17052,"413.75",1,"mid"
17483,"414.04",3,"mid"
16239,"414.20",2,"mid"
12993,"414.76",4,"mid"
16795,"414.88",1,"mid"
14333,"415.20",1,"mid"
15725,"415.25",1,"mid"
12580,"415.70",1,"mid"
12930,"415.80",2,"mid"
15803,"415.82",1,"mid"
14139,"415.82",1,"mid"
13085,"416.08",2,"mid"
16957,"416.64",2,"mid"
15935,"416.86",2,"mid"
13889,"416.90",1,"mid"
16816,"417.06",4,"mid"
13166,"417.20",1,"mid"
18001,"417.23",2,"mid"
12833,"417.38",1,"mid"
16737,"417.60",1,"mid"
13615,"417.69",1,"mid"
16629,"417.73",2,"mid"
17701,"417.95",1,"mid"
12593,"418.10",3,"mid"
15967,"418.83",2,"mid"
15361,"418.92",1,"mid"
14124,"419.58",1,"mid"
15206,"420.30",4,"mid"
14757,"420.50",1,"mid"
17232,"421.52",2,"mid"
18240,"422.58",1,"mid"
16689,"422.60",2,"mid"
13473,"422.64",2,"mid"
17525,"422.70",1,"mid"
18034,"422.88",2,"mid"
15012,"423.04",2,"mid"
16119,"423.36",2,"mid"
13140,"423.72",3,"mid"
17371,"423.89",3,"mid"
17134,"425.00",2,"mid"
16780,"425.19",2,"mid"
15639,"425.32",1,"mid"
14288,"426.60",1,"mid"
15930,"426.63",1,"mid"
17223,"426.79",2,"mid"
15994,"427.07",1,"mid"
12802,"427.58",1,"mid"
12740,"427.60",1,"mid"
12403,"427.70",1,"mid"
12725,"427.80",1,"mid"
15360,"427.93",1,"mid"
17869,"428.18",5,"mid"
16324,"428.68",3,"mid"
13602,"428.89",1,"mid"
15957,"428.89",1,"mid"
15230,"429.60",2,"mid"
16884,"429.84",2,"mid"
15450,"429.84",1,"mid"
14998,"429.87",2,"mid"
12827,"430.15",3,"mid"
12795,"430.48",1,"mid"
13245,"430.50",1,"mid"
12452,"430.57",2,"mid"
18106,"430.70",1,"mid"
15976,"430.94",2,"mid"
16881,"432.00",1,"mid"
16236,"432.20",1,"mid"
14157,"432.88",2,"mid"
17035,"433.53",2,"mid"
12493,"433.74",2,"mid"
14460,"434.34",3,"mid"
14910,"434.35",4,"mid"
16948,"435.02",3,"mid"
15551,"436.06",1,"mid"
16084,"436.18",1,"mid"
15553,"437.23",1,"mid"
12592,"437.60",2,"mid"
16034,"437.70",3,"mid"
12552,"437.82",2,"mid"
14272,"437.96",2,"mid"
13358,"439.03",1,"mid"
16968,"439.43",2,"mid"
13359,"439.56",1,"mid"
16025,"439.66",1,"mid"
13954,"439.92",2,"mid"
14022,"440.00",1,"mid"
18233,"440.00",1,"mid"
15524,"440.00",1,"mid"
12579,"440.42",1,"mid"
14093,"442.85",1,"mid"
18222,"443.00",1,"mid"
16404,"443.05",1,"mid"
14638,"443.60",1,"mid"
18006,"444.68",1,"mid"
17190,"444.74",2,"mid"
17370,"446.18",4,"mid"
14149,"446.62",1,"mid"
15889,"446.87",2,"mid"
15368,"446.94",1,"mid"
15456,"447.22",3,"mid"
15646,"447.64",3,"mid"
14780,"447.68",2,"mid"
17579,"448.90",3,"mid"
15739,"449.12",1,"mid"
12448,"449.45",1,"mid"
13489,"449.52",4,"mid"
17040,"449.73",1,"mid"
14173,"450.84",4,"mid"
15802,"451.42",1,"mid"
16574,"451.44",1,"mid"
12970,"452.24",4,"mid"
12591,"452.85",1,"mid"
14184,"452.89",1,"mid"
18071,"453.00",2,"mid"
12729,"453.01",1,"mid"
18158,"453.40",2,"mid"
17564,"454.01",3,"mid"
15475,"454.11",1,"mid"
13485,"454.24",1,"mid"
16529,"455.25",1,"mid"
15585,"455.30",1,"mid"
14513,"455.59",3,"mid"
12999,"455.88",3,"mid"
12564,"456.90",1,"mid"
13398,"457.34",1,"mid"
12375,"457.50",2,"mid"
15121,"457.72",2,"mid"
15092,"457.81",2,"mid"
17392,"457.91",2,"mid"
13506,"458.52",2,"mid"
15754,"458.57",3,"mid"
17880,"458.92",1,"mid"
16589,"459.24",3,"mid"
12355,"459.40",1,"mid"
12491,"460.40",1,"mid"
16805,"460.59",2,"mid"
16824,"460.64",2,"mid"
12391,"460.89",1,"mid"
14470,"461.19",2,"mid"
14331,"462.66",2,"mid"
12945,"462.95",1,"mid"
14489,"463.38",1,"mid"
17418,"463.46",2,"mid"
12787,"463.66",3,"mid"
14967,"463.80",1,"mid"
16586,"463.95",1,"mid"
13928,"464.57",4,"mid"
16742,"464.90",1,"mid"
17140,"465.32",1,"mid"
15036,"465.55",3,"mid"
13248,"465.68",2,"mid"
14205,"466.70",2,"mid"
13579,"467.04",2,"mid"
15468,"467.51",2,"mid"
14029,"467.66",2,"mid"
14335,"468.26",2,"mid"
13171,"468.41",3,"mid"
14896,"468.77",2,"mid"
15026,"469.00",3,"mid"
15471,"469.48",1,"mid"
14431,"470.36",1,"mid"
15963,"470.76",2,"mid"
13066,"470.80",2,"mid"
16885,"471.51",3,"mid"
17964,"471.70",2,"mid"
16038,"471.78",3,"mid"
14013,"473.02",3,"mid"
16374,"473.03",2,"mid"
15557,"473.65",1,"mid"
15349,"473.81",2,"mid"
15780,"475.28",3,"mid"
14497,"475.37",1,"mid"
14853,"475.80",2,"mid"
18176,"476.35",1,"mid"
12447,"476.49",1,"mid"
14320,"477.79",2,"mid"
13092,"477.83",5,"mid"
12644,"477.91",1,"mid"
16768,"478.09",3,"mid"
15589,"478.53",3,"mid"
16008,"478.78",3,"mid"
16812,"479.35",1,"mid"
15091,"480.71",1,"mid"
18216,"481.75",1,"mid"
16693,"482.01",2,"mid"
12504,"482.05",2,"mid"
17950,"482.20",3,"mid"
16603,"482.47",2,"mid"
14450,"483.25",3,"mid"
17555,"483.26",2,"mid"
14147,"483.40",2,"mid"
12808,"483.65",3,"mid"
13531,"483.80",2,"mid"
14130,"483.86",1,"mid"
16518,"484.32",2,"mid"
16504,"484.38",1,"mid"
16999,"484.82",2,"mid"
15109,"484.95",1,"mid"
12639,"486.10",1,"mid"
13153,"486.22",1,"mid"
15287,"486.69",2,"mid"
17453,"486.72",2,"mid"
13675,"486.82",2,"mid"
13338,"487.02",1,"mid"
16643,"487.51",1,"mid"
15165,"487.75",1,"mid"
14396,"487.99",2,"mid"
17361,"488.20",3,"mid"
12809,"489.31",1,"mid"
18074,"489.60",1,"mid"
14416,"490.22",2,"mid"
15000,"490.52",1,"mid"
14236,"490.86",2,"mid"
13732,"491.86",1,"mid"
15507,"492.36",1,"mid"
14270,"492.65",1,"mid"
13176,"492.84",1,"mid"
15877,"493.28",2,"mid"
12763,"494.08",2,"mid"
17333,"494.25",1,"mid"
16352,"494.44",2,"mid"
15448,"494.64",1,"mid"
17374,"495.77",2,"mid"
15018,"496.21",3,"mid"
15300,"496.44",1,"mid"
16368,"497.43",2,"mid"
17495,"497.56",2,"mid"
16820,"497.61",1,"mid"
17298,"498.42",2,"mid"
17053,"498.48",1,"mid"
15142,"498.74",1,"mid"
16488,"498.80",3,"mid"
14681,"498.95",3,"mid"
15193,"499.32",1,"mid"
14077,"499.42",5,"mid"
14958,"499.68",3,"mid"
15389,"500.00",1,"mid"
16616,"500.42",2,"mid"
13247,"501.12",4,"mid"
13116,"501.14",1,"mid"
15881,"501.39",5,"mid"
13865,"501.56",4,"mid"
15006,"502.09",1,"mid"
16863,"502.80",2,"mid"
17630,"503.60",2,"mid"
12991,"503.76",2,"mid"
15081,"504.80",5,"mid"
14014,"505.18",1,"mid"
16614,"506.19",1,"mid"
13885,"506.80",2,"mid"
16960,"507.05",3,"mid"
15721,"507.08",1,"mid"
14820,"507.29",4,"mid"
14158,"507.66",1,"mid"
17415,"507.84",1,"mid"
17958,"508.46",1,"mid"
14317,"508.58",1,"mid"
15417,"508.80",1,"mid"
17391,"508.80",2,"mid"
16898,"508.81",3,"mid"
12436,"509.01",1,"mid"
12904,"509.58",2,"mid"
15406,"510.71",2,"mid"
16561,"511.12",2,"mid"
14851,"511.35",2,"mid"
12582,"511.36",2,"mid"
17480,"511.82",1,"mid"
17805,"512.31",1,"mid"
17513,"513.20",1,"mid"
13005,"513.70",2,"mid"
15246,"514.15",2,"mid"
12811,"514.85",3,"mid"
15809,"515.77",5,"mid"
15882,"516.36",4,"mid"
13043,"516.42",1,"mid"
18205,"517.36",2,"mid"
17454,"517.53",4,"mid"
16135,"517.55",1,"mid"
15030,"518.28",2,"mid"
16650,"518.42",1,"mid"
16955,"518.67",4,"mid"
13643,"519.44",3,"mid"
12571,"519.61",2,"mid"
14873,"519.68",1,"mid"
15149,"520.80",1,"mid"
12863,"521.20",1,"mid"
14871,"522.38",4,"mid"
17712,"522.91",1,"mid"
18017,"523.00",3,"mid"
17329,"523.11",2,"mid"
13721,"524.14",1,"mid"
15891,"524.52",1,"mid"
15467,"524.88",3,"mid"
17429,"524.92",3,"mid"
17290,"525.24",2,"mid"
16892,"525.54",5,"mid"
18252,"526.67",2,"mid"
17623,"527.05",1,"mid"
12479,"527.20",1,"mid"
16602,"528.08",1,"mid"
17631,"528.33",3,"mid"
16185,"529.41",2,"mid"
14463,"529.62",3,"mid"
14002,"529.73",2,"mid"
18159,"530.15",1,"mid"
14265,"530.18",2,"mid"
16706,"531.35",3,"mid"
15825,"532.94",1,"mid"
15756,"532.96",4,"mid"
15433,"533.30",2,"mid"
13217,"533.98",3,"mid"
17443,"534.24",1,"mid"
13434,"534.24",2,"mid"
13385,"534.57",1,"mid"
13000,"534.85",3,"mid"
12988,"535.32",1,"mid"
16142,"535.34",1,"mid"
15535,"536.40",4,"mid"
16233,"536.68",3,"mid"
16804,"536.99",3,"mid"
15043,"537.00",1,"mid"
16206,"537.06",4,"mid"
14539,"537.48",2,"mid"
17345,"537.74",4,"mid"
17062,"538.37",4,"mid"
15539,"538.46",1,"mid"
15469,"538.55",2,"mid"
15452,"538.73",3,"mid"
14496,"538.81",2,"mid"
13812,"539.00",3,"mid"
13874,"540.45",1,"mid"
17557,"541.46",3,"mid"
17447,"541.53",2,"mid"
16230,"542.03",2,"mid"
13278,"542.73",1,"mid"
16927,"543.05",3,"mid"
13390,"544.08",1,"mid"
13617,"544.18",3,"mid"
16475,"544.30",4,"mid"
12793,"545.48",2,"mid"
17806,"546.04",1,"mid"
14997,"546.20",3,"mid"
12743,"546.43",2,"mid"
17520,"546.81",1,"mid"
16211,"547.02",1,"mid"
17637,"547.06",2,"mid"
16811,"547.07",2,"mid"
14474,"547.66",1,"mid"
16031,"548.94",2,"mid"
16536,"548.97",1,"mid"
16340,"549.07",1,"mid"
12390,"549.84",1,"mid"
17235,"550.06",2,"mid"
17291,"550.80",1,"mid"
17674,"551.04",2,"mid"
12363,"552.00",2,"mid"
15068,"553.36",2,"mid"
14618,"553.44",3,"mid"
14891,"554.38",2,"mid"
14805,"554.65",4,"mid"
16385,"555.89",3,"mid"
17295,"556.95",3,"mid"
17955,"557.30",4,"mid"
13260,"557.62",1,"mid"
13800,"558.32",1,"mid"
12987,"558.70",2,"mid"
17503,"558.96",2,"mid"
12866,"559.12",1,"mid"
14177,"559.41",4,"mid"
18043,"559.51",3,"mid"
16275,"559.87",1,"mid"
14273,"559.97",4,"mid"
13044,"560.47",1,"mid"
15655,"560.67",1,"mid"
13946,"561.57",3,"mid"
12559,"561.71",2,"mid"
12414,"562.41",3,"mid"
17265,"562.90",2,"mid"
14753,"563.15",1,"mid"
16933,"563.23",2,"mid"
15344,"563.94",3,"mid"
13894,"564.62",3,"mid"
16278,"566.38",1,"mid"
18150,"566.58",3,"mid"
17897,"566.60",3,"mid"
13321,"567.36",2,"mid"
13939,"568.55",3,"mid"
16667,"570.13",2,"mid"
14592,"570.46",3,"mid"
15315,"570.50",2,"mid"
15821,"570.96",2,"mid"
17616,"571.20",3,"mid"
13816,"571.67",2,"mid"
12816,"572.20",2,"mid"
13405,"572.45",3,"mid"
13379,"572.56",3,"mid"
15415,"572.81",1,"mid"
12879,"573.22",3,"mid"
15303,"574.02",1,"mid"
15339,"574.07",2,"mid"
12784,"574.42",2,"mid"
14400,"574.70",1,"mid"
14167,"574.84",4,"mid"
13487,"575.40",3,"mid"
16345,"575.41",1,"mid"
15550,"575.63",4,"mid"
15830,"576.00",1,"mid"
16916,"576.26",2,"mid"
14176,"576.90",4,"mid"
12601,"577.06",5,"mid"
17540,"578.90",2,"mid"
13292,"578.94",2,"mid"
17142,"579.00",1,"mid"
16906,"579.77",4,"mid"
18095,"580.05",2,"mid"
12695,"582.10",4,"mid"
17970,"582.59",1,"mid"
13427,"582.60",3,"mid"
12426,"582.73",1,"mid"
15762,"583.75",2,"mid"
13557,"584.06",2,"mid"
14023,"584.07",2,"mid"
16072,"584.32",1,"mid"
16384,"584.50",2,"mid"
15222,"585.00",1,"mid"
12384,"585.27",2,"mid"
17360,"585.79",3,"mid"
17014,"586.33",3,"mid"
17351,"587.15",3,"mid"
15624,"588.13",4,"mid"
14338,"588.22",2,"mid"
